# gunzip -c exp/tri4a/decode.si/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py exp/tri4a/graph 
# Started at Sun Apr  4 23:48:08 CST 2021
#
analyze_phone_length_stats.py: WARNING: optional-silence SIL is seen only 30.303030303% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence SIL is seen only 31.8181818182% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 69.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.0,13) frames.
Overall, s_E accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.7,19) frames.
Overall, k_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.3,10) frames.
Overall, m_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,6.9,11) frames.
Overall, a_E accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.6,18) frames.
Overall, j_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.1,14) frames.
Overall, t_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.0,10) frames.
Overall, k_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.1,9) frames.
Overall, j_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.1,13) frames.
Overall, b_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.0,12) frames.
Overall, d_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.7,10) frames.
Overall, b_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.3,11) frames.
Overall, i_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.6,12) frames.
Overall, l_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.3,9) frames.
Overall, N_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.3,10) frames.
Overall, d_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.0,10) frames.
Overall, p_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.2,11) frames.
Overall, i_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.2,20) frames.
Overall, t_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.0,11) frames.
Overall, N_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.3,19) frames.
Overall, U_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,3.5,4) frames.
Overall, h_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.8,13) frames.
Overall, l_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.1,12) frames.
Overall, j_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,9.0,24) frames.
Overall, h_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.3,13) frames.
Overall, r_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.5,20) frames.
The optional-silence phone SIL occupies 15.0% of frames overall 
Limiting the stats to the 98.8% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 14.9% of frames.
Assuming 100 frames per second, the alignments represent 0.2 hours of data, or 0.2 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 5.7% of utterance-internal phones, with duration (median, mean, 95-percentile) = (18,19.9,45)
# Accounting: time=0 threads=1
# Ended (code 0) at Sun Apr  4 23:48:08 CST 2021, elapsed time 0 seconds
